fragmentation 	 0.0322580645161
vms_total 	 10
hosts_on 	 3
energy 	 571.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_0
hosts_on2 	 3
time 	 0
objective 	 1
az_id 	 AZ6
vms_total2 	 10

fragmentation 	 0.0
vms_total 	 10
hosts_on 	 2
energy 	 418.0
state 	 True
migrations 	 9
len_hosts 	 31
efficiency 	 153.08
step 	 after_0
time 	 0
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 28
hosts_on 	 6
energy 	 1198.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_1
hosts_on2 	 6
time 	 4462
objective 	 1
az_id 	 AZ6
vms_total2 	 28

fragmentation 	 0.0
vms_total 	 28
hosts_on 	 5
energy 	 1045.0
state 	 True
migrations 	 25
len_hosts 	 31
efficiency 	 153.08
step 	 after_1
time 	 4462
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 52
hosts_on 	 9
energy 	 1825.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_2
hosts_on2 	 9
time 	 58650
objective 	 1
az_id 	 AZ6
vms_total2 	 52

fragmentation 	 0.0
vms_total 	 52
hosts_on 	 8
energy 	 1672.0
state 	 True
migrations 	 2
len_hosts 	 31
efficiency 	 153.08
step 	 after_2
time 	 58650
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 52
hosts_on 	 9
energy 	 1815.1
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_3
hosts_on2 	 9
time 	 58676
objective 	 1
az_id 	 AZ6
vms_total2 	 52

fragmentation 	 0.00201612903226
vms_total 	 52
hosts_on 	 8
energy 	 1670.0
state 	 True
migrations 	 1
len_hosts 	 31
efficiency 	 145.1
step 	 after_3
time 	 58676
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0383064516129
vms_total 	 57
hosts_on 	 11
energy 	 2257.33
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_4
hosts_on2 	 11
time 	 75437
objective 	 1
az_id 	 AZ6
vms_total2 	 57

fragmentation 	 0.00604838709677
vms_total 	 57
hosts_on 	 10
energy 	 2084.0
state 	 True
migrations 	 51
len_hosts 	 31
efficiency 	 173.33
step 	 after_4
time 	 75437
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 59
hosts_on 	 13
energy 	 2686.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_5
hosts_on2 	 13
time 	 77883
objective 	 1
az_id 	 AZ6
vms_total2 	 59

fragmentation 	 0.0
vms_total 	 59
hosts_on 	 12
energy 	 2508.0
state 	 True
migrations 	 47
len_hosts 	 31
efficiency 	 178.08
step 	 after_5
time 	 77883
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 59
hosts_on 	 13
energy 	 2672.79
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_6
hosts_on2 	 13
time 	 77977
objective 	 1
az_id 	 AZ6
vms_total2 	 59

fragmentation 	 0.0
vms_total 	 59
hosts_on 	 12
energy 	 2508.0
state 	 True
migrations 	 3
len_hosts 	 31
efficiency 	 164.79
step 	 after_6
time 	 77977
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0483870967742
vms_total 	 57
hosts_on 	 12
energy 	 2435.04
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_7
hosts_on2 	 12
time 	 78394
objective 	 1
az_id 	 AZ6
vms_total2 	 57

fragmentation 	 0.0161290322581
vms_total 	 57
hosts_on 	 11
energy 	 2286.66
state 	 True
migrations 	 43
len_hosts 	 31
efficiency 	 148.38
step 	 after_7
time 	 78394
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 59
hosts_on 	 13
energy 	 2689.2
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_8
hosts_on2 	 13
time 	 79357
objective 	 1
az_id 	 AZ6
vms_total2 	 59

fragmentation 	 0.0
vms_total 	 59
hosts_on 	 12
energy 	 2508.0
state 	 True
migrations 	 44
len_hosts 	 31
efficiency 	 181.2
step 	 after_8
time 	 79357
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 60
hosts_on 	 15
energy 	 3101.81
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_9
hosts_on2 	 15
time 	 80655
objective 	 1
az_id 	 AZ6
vms_total2 	 60

fragmentation 	 0.00201612903226
vms_total 	 60
hosts_on 	 14
energy 	 2924.0
state 	 True
migrations 	 47
len_hosts 	 31
efficiency 	 177.81
step 	 after_9
time 	 80655
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0383064516129
vms_total 	 54
hosts_on 	 15
energy 	 3099.07
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_10
hosts_on2 	 15
time 	 80929
objective 	 1
az_id 	 AZ6
vms_total2 	 54

fragmentation 	 0.00604838709677
vms_total 	 54
hosts_on 	 14
energy 	 2920.0
state 	 True
migrations 	 14
len_hosts 	 31
efficiency 	 179.07
step 	 after_10
time 	 80929
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 52
hosts_on 	 14
energy 	 2881.79
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_11
hosts_on2 	 14
time 	 81167
objective 	 1
az_id 	 AZ6
vms_total2 	 52

fragmentation 	 0.0
vms_total 	 52
hosts_on 	 13
energy 	 2717.0
state 	 True
migrations 	 18
len_hosts 	 31
efficiency 	 164.79
step 	 after_11
time 	 81167
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 60
hosts_on 	 15
energy 	 3090.79
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_12
hosts_on2 	 15
time 	 81981
objective 	 1
az_id 	 AZ6
vms_total2 	 60

fragmentation 	 0.0
vms_total 	 60
hosts_on 	 14
energy 	 2926.0
state 	 True
migrations 	 2
len_hosts 	 31
efficiency 	 164.79
step 	 after_12
time 	 81981
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0463709677419
vms_total 	 62
hosts_on 	 15
energy 	 3072.31
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_13
hosts_on2 	 15
time 	 84487
objective 	 1
az_id 	 AZ6
vms_total2 	 62

fragmentation 	 0.0141129032258
vms_total 	 62
hosts_on 	 14
energy 	 2915.46
state 	 True
migrations 	 29
len_hosts 	 31
efficiency 	 156.85
step 	 after_13
time 	 84487
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0403225806452
vms_total 	 60
hosts_on 	 14
energy 	 2877.18
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_14
hosts_on2 	 14
time 	 85332
objective 	 1
az_id 	 AZ6
vms_total2 	 60

fragmentation 	 0.00806451612903
vms_total 	 60
hosts_on 	 13
energy 	 2709.27
state 	 True
migrations 	 28
len_hosts 	 31
efficiency 	 167.91
step 	 after_14
time 	 85332
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 54
hosts_on 	 13
energy 	 2685.54
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_15
hosts_on2 	 13
time 	 85333
objective 	 1
az_id 	 AZ6
vms_total2 	 54

fragmentation 	 0.0
vms_total 	 54
hosts_on 	 12
energy 	 2508.0
state 	 True
migrations 	 26
len_hosts 	 31
efficiency 	 177.54
step 	 after_15
time 	 85333
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 46
hosts_on 	 12
energy 	 2478.78
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_16
hosts_on2 	 12
time 	 85333
objective 	 1
az_id 	 AZ6
vms_total2 	 46

fragmentation 	 0.0
vms_total 	 46
hosts_on 	 11
energy 	 2299.0
state 	 True
migrations 	 20
len_hosts 	 31
efficiency 	 179.78
step 	 after_16
time 	 85333
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 38
hosts_on 	 11
energy 	 2269.78
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_17
hosts_on2 	 11
time 	 85344
objective 	 1
az_id 	 AZ6
vms_total2 	 38

fragmentation 	 0.0
vms_total 	 38
hosts_on 	 10
energy 	 2090.0
state 	 True
migrations 	 21
len_hosts 	 31
efficiency 	 179.78
step 	 after_17
time 	 85344
objective 	 0
