fragmentation 	 0.0833333333333
vms_total 	 16
hosts_on 	 5
energy 	 931.85
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_0
hosts_on2 	 5
time 	 4094
objective 	 1
az_id 	 AZ4
vms_total2 	 16

fragmentation 	 0.0
vms_total 	 16
hosts_on 	 4
energy 	 786.64
state 	 True
migrations 	 3
len_hosts 	 12
efficiency 	 145.21
step 	 after_0
time 	 4094
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 14
hosts_on 	 4
energy 	 762.9
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_1
hosts_on2 	 4
time 	 4095
objective 	 1
az_id 	 AZ4
vms_total2 	 14

fragmentation 	 0.0
vms_total 	 14
hosts_on 	 4
energy 	 762.5
state 	 True
migrations 	 5
len_hosts 	 12
efficiency 	 0.4
step 	 after_1
time 	 4095
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 12
hosts_on 	 4
energy 	 738.36
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_2
hosts_on2 	 4
time 	 4102
objective 	 1
az_id 	 AZ4
vms_total2 	 12

fragmentation 	 0.0
vms_total 	 12
hosts_on 	 3
energy 	 589.98
state 	 True
migrations 	 4
len_hosts 	 12
efficiency 	 148.38
step 	 after_2
time 	 4102
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 10
hosts_on 	 3
energy 	 565.84
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_3
hosts_on2 	 3
time 	 4103
objective 	 1
az_id 	 AZ4
vms_total2 	 10

fragmentation 	 0.0
vms_total 	 10
hosts_on 	 3
energy 	 565.84
state 	 True
migrations 	 4
len_hosts 	 12
efficiency 	 0.0
step 	 after_3
time 	 4103
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 8
hosts_on 	 3
energy 	 541.7
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_4
hosts_on2 	 3
time 	 5051
objective 	 1
az_id 	 AZ4
vms_total2 	 8

fragmentation 	 0.0
vms_total 	 8
hosts_on 	 2
energy 	 393.32
state 	 True
migrations 	 4
len_hosts 	 12
efficiency 	 148.38
step 	 after_4
time 	 5051
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 6
hosts_on 	 2
energy 	 369.58
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_5
hosts_on2 	 2
time 	 5051
objective 	 1
az_id 	 AZ4
vms_total2 	 6

fragmentation 	 0.0
vms_total 	 6
hosts_on 	 2
energy 	 369.18
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 0.4
