fragmentation 	 0.0833333333333
vms_total 	 16
hosts_on 	 9
energy 	 1521.8
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_0
hosts_on2 	 9
time 	 4094
objective 	 1
az_id 	 AZ4
vms_total2 	 16

fragmentation 	 0.0
vms_total 	 16
hosts_on 	 8
energy 	 1380.16
state 	 True
migrations 	 6
len_hosts 	 12
efficiency 	 141.64
step 	 after_0
time 	 4094
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 14
hosts_on 	 8
energy 	 1349.28
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_1
hosts_on2 	 8
time 	 4095
objective 	 1
az_id 	 AZ4
vms_total2 	 14

fragmentation 	 0.0
vms_total 	 14
hosts_on 	 7
energy 	 1207.64
state 	 True
migrations 	 12
len_hosts 	 12
efficiency 	 141.64
step 	 after_1
time 	 4095
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 10
hosts_on 	 6
energy 	 1004.24
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_2
hosts_on2 	 6
time 	 4103
objective 	 1
az_id 	 AZ4
vms_total2 	 10

fragmentation 	 0.0
vms_total 	 10
hosts_on 	 5
energy 	 862.6
state 	 True
migrations 	 9
len_hosts 	 12
efficiency 	 141.64
step 	 after_2
time 	 4103
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 8
hosts_on 	 5
energy 	 831.72
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_3
hosts_on2 	 5
time 	 5051
objective 	 1
az_id 	 AZ4
vms_total2 	 8

fragmentation 	 0.0
vms_total 	 8
hosts_on 	 4
energy 	 690.08
state 	 True
migrations 	 7
len_hosts 	 12
efficiency 	 141.64
step 	 after_3
time 	 5051
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 6
hosts_on 	 4
energy 	 659.2
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_4
hosts_on2 	 4
time 	 5051
objective 	 1
az_id 	 AZ4
vms_total2 	 6

fragmentation 	 0.0
vms_total 	 6
hosts_on 	 3
energy 	 517.56
state 	 True
migrations 	 3
len_hosts 	 12
efficiency 	 141.64
step 	 after_4
time 	 5051
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 4
hosts_on 	 3
energy 	 486.68
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_5
hosts_on2 	 3
time 	 5058
objective 	 1
az_id 	 AZ4
vms_total2 	 4

fragmentation 	 0.0
vms_total 	 4
hosts_on 	 2
energy 	 345.04
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_5
time 	 5058
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 2
hosts_on 	 2
energy 	 314.16
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_6
hosts_on2 	 2
time 	 259991
objective 	 1
az_id 	 AZ4
vms_total2 	 2

fragmentation 	 0.0
vms_total 	 2
hosts_on 	 1
energy 	 172.52
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_6
time 	 259991
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 2
hosts_on 	 2
energy 	 314.16
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_7
hosts_on2 	 2
time 	 263619
objective 	 1
az_id 	 AZ4
vms_total2 	 2

fragmentation 	 0.0
vms_total 	 2
hosts_on 	 1
energy 	 172.52
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_7
time 	 263619
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 2
hosts_on 	 2
energy 	 314.16
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_8
hosts_on2 	 2
time 	 275060
objective 	 1
az_id 	 AZ4
vms_total2 	 2

fragmentation 	 0.0
vms_total 	 2
hosts_on 	 1
energy 	 172.52
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_8
time 	 275060
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 2
hosts_on 	 2
energy 	 314.16
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_9
hosts_on2 	 2
time 	 279265
objective 	 1
az_id 	 AZ4
vms_total2 	 2

fragmentation 	 0.0
vms_total 	 2
hosts_on 	 1
energy 	 172.52
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_9
time 	 279265
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 4
hosts_on 	 3
energy 	 486.68
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_10
hosts_on2 	 3
time 	 293910
objective 	 1
az_id 	 AZ4
vms_total2 	 4

fragmentation 	 0.0
vms_total 	 4
hosts_on 	 2
energy 	 345.04
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_10
time 	 293910
objective 	 0
az_id 	 AZ4

fragmentation 	 0.0833333333333
vms_total 	 2
hosts_on 	 2
energy 	 314.16
state 	 True
migrations 	 0
len_hosts 	 12
efficiency 	 0
step 	 before_11
hosts_on2 	 2
time 	 347784
objective 	 1
az_id 	 AZ4
vms_total2 	 2

fragmentation 	 0.0
vms_total 	 2
hosts_on 	 1
energy 	 172.52
state 	 True
migrations 	 1
len_hosts 	 12
efficiency 	 141.64
step 	 after_11
time 	 347784
objective 	 0
az_id 	 AZ4

