AZ1,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 1), ('total_energy_f', 0), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', [147.1]), ('energy_avg_l', []), ('energy_hour_l', [147.1]), ('sla_break_l', []), ('req_size', [1]), ('total_alloc_l', []), ('dc_load_l', [])])"
AZ2,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 1), ('total_energy_f', 0), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', []), ('energy_avg_l', []), ('energy_hour_l', []), ('sla_break_l', []), ('req_size', []), ('total_alloc_l', []), ('dc_load_l', [])])"
AZ3,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 0), ('total_energy_f', 0), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', []), ('energy_avg_l', []), ('energy_hour_l', []), ('sla_break_l', []), ('req_size', []), ('total_alloc_l', []), ('dc_load_l', [])])"
AZ4,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 5), ('total_energy_f', 2023.92), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', [157.08, 172.52, 329.6, 345.04, 502.12, 517.5600000000001, 674.6400000000001, 690.08, 847.1600000000001, 851.6600000000001]), ('energy_avg_l', [157.08, 172.52, 329.6, 345.04, 502.12, 517.5600000000001]), ('energy_hour_l', [674.6400000000001, 690.08, 847.1600000000001, 851.6600000000001]), ('sla_break_l', []), ('req_size', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]), ('total_alloc_l', []), ('dc_load_l', [])])"
AZ5,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 0), ('total_energy_f', 0), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', []), ('energy_avg_l', []), ('energy_hour_l', []), ('sla_break_l', []), ('req_size', []), ('total_alloc_l', []), ('dc_load_l', [])])"
AZ6,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 0), ('total_energy_f', 0), ('overbooking_i', 0), ('sla_violations_i', 0), ('elapsed_time_i', 0), ('energy_l', []), ('energy_avg_l', []), ('energy_hour_l', []), ('sla_break_l', []), ('req_size', []), ('total_alloc_l', []), ('dc_load_l', [])])"
global,"OrderedDict([('total_alloc_i', 0), ('max_host_on_i', 0), ('total_energy_f', 0), ('overbooking_i', 0.3), ('sla_violations_i', 0.1), ('elapsed_time_i', 18.48823094367981), ('energy_l', []), ('energy_avg_l', []), ('energy_hour_l', []), ('sla_break_l', []), ('req_size', []), ('total_alloc_l', []), ('dc_load_l', [])])"
