fragmentation 	 0.0322580645161
vms_total 	 37
hosts_on 	 4
energy 	 784.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_0
hosts_on2 	 4
time 	 56497
objective 	 1
az_id 	 AZ6
vms_total2 	 37

fragmentation 	 0.0302419354839
vms_total 	 37
hosts_on 	 4
energy 	 774.1
state 	 True
migrations 	 17
len_hosts 	 31
efficiency 	 9.98
step 	 after_0
time 	 56497
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 52
hosts_on 	 5
energy 	 993.08
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_1
hosts_on2 	 5
time 	 58650
objective 	 1
az_id 	 AZ6
vms_total2 	 52

fragmentation 	 0.0
vms_total 	 52
hosts_on 	 4
energy 	 836.0
state 	 True
migrations 	 1
len_hosts 	 31
efficiency 	 157.08
step 	 after_1
time 	 58650
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0463709677419
vms_total 	 59
hosts_on 	 7
energy 	 1455.27
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_2
hosts_on2 	 7
time 	 77977
objective 	 1
az_id 	 AZ6
vms_total2 	 59

fragmentation 	 0.0
vms_total 	 59
hosts_on 	 6
energy 	 1254.0
state 	 True
migrations 	 51
len_hosts 	 31
efficiency 	 201.27
step 	 after_2
time 	 77977
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0483870967742
vms_total 	 57
hosts_on 	 6
energy 	 1254.0
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_3
hosts_on2 	 6
time 	 78394
objective 	 1
az_id 	 AZ6
vms_total2 	 57

fragmentation 	 0.0181451612903
vms_total 	 57
hosts_on 	 6
energy 	 1237.67
state 	 True
migrations 	 30
len_hosts 	 31
efficiency 	 16.33
step 	 after_3
time 	 78394
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0403225806452
vms_total 	 58
hosts_on 	 6
energy 	 1241.66
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_4
hosts_on2 	 6
time 	 78717
objective 	 1
az_id 	 AZ6
vms_total2 	 58

fragmentation 	 0.0161290322581
vms_total 	 58
hosts_on 	 6
energy 	 1241.66
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0.0
step 	 after_4
time 	 78717
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 62
hosts_on 	 8
energy 	 1664.27
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_5
hosts_on2 	 8
time 	 80252
objective 	 1
az_id 	 AZ6
vms_total2 	 62

fragmentation 	 0.0262096774194
vms_total 	 62
hosts_on 	 8
energy 	 1629.61
state 	 True
migrations 	 47
len_hosts 	 31
efficiency 	 34.66
step 	 after_5
time 	 80252
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 61
hosts_on 	 8
energy 	 1635.52
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_6
hosts_on2 	 8
time 	 80644
objective 	 1
az_id 	 AZ6
vms_total2 	 61

fragmentation 	 0.0
vms_total 	 61
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 12
len_hosts 	 31
efficiency 	 172.52
step 	 after_6
time 	 80644
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0322580645161
vms_total 	 53
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_7
hosts_on2 	 7
time 	 80760
objective 	 1
az_id 	 AZ6
vms_total2 	 53

fragmentation 	 0.0
vms_total 	 53
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 13
len_hosts 	 31
efficiency 	 0.0
step 	 after_7
time 	 80760
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 60
hosts_on 	 8
energy 	 1635.52
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_8
hosts_on2 	 8
time 	 81981
objective 	 1
az_id 	 AZ6
vms_total2 	 60

fragmentation 	 0.0
vms_total 	 60
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 2
len_hosts 	 31
efficiency 	 172.52
step 	 after_8
time 	 81981
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0504032258065
vms_total 	 62
hosts_on 	 8
energy 	 1635.52
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_9
hosts_on2 	 8
time 	 84487
objective 	 1
az_id 	 AZ6
vms_total2 	 62

fragmentation 	 0.0
vms_total 	 62
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 15
len_hosts 	 31
efficiency 	 172.52
step 	 after_9
time 	 84487
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 58
hosts_on 	 7
energy 	 1463.0
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_10
hosts_on2 	 7
time 	 85333
objective 	 1
az_id 	 AZ6
vms_total2 	 58

fragmentation 	 0.0181451612903
vms_total 	 58
hosts_on 	 7
energy 	 1446.67
state 	 True
migrations 	 14
len_hosts 	 31
efficiency 	 16.33
step 	 after_10
time 	 85333
objective 	 0
az_id 	 AZ6

fragmentation 	 0.0342741935484
vms_total 	 54
hosts_on 	 7
energy 	 1446.67
state 	 True
migrations 	 0
len_hosts 	 31
efficiency 	 0
step 	 before_11
